gene_symbol,GSM3068464,GSM3068465,GSM3068466,GSM3068467,GSM3068468,GSM3068469,GSM3068470,GSM3068471,GSM3068472,GSM3068473,GSM3068474,GSM3068475,GSM3068476,GSM3068477,GSM3068478,GSM3068479,GSM3068480,GSM3068481,GSM3068482,GSM3068483,GSM3068484,GSM3068485,GSM3068486,GSM3068487,GSM3068488,GSM3068489,GSM3068490,GSM3068491,GSM3068492,GSM3068493,GSM3068494,GSM3068495,GSM3068496,GSM3068497,GSM3068498,GSM3068499,GSM3068500,GSM3068501,GSM3068502,GSM3068503,GSM3068504,GSM3068505,GSM3068506,GSM3068507,GSM3068508,GSM3068509,GSM3068510,GSM3068511,GSM3068512,GSM3068513,GSM3068514,GSM3068515,GSM3068516,GSM3068517,GSM3068518,GSM3068519,GSM3068520,GSM3068521,GSM3068522,GSM3068523,GSM3068524,GSM3068525,GSM3068526,GSM3068527,GSM3068528,GSM3068529,GSM3068530,GSM3068531,GSM3068532,GSM3068533,GSM3068534,GSM3068535,GSM3068536,GSM3068537,GSM3068538,GSM3068539,GSM3068540,GSM3068541,GSM3068542,GSM3068543,GSM3068544,GSM3068545,GSM3068546,GSM3068547,GSM3068548,GSM3068549
PEPD,9.3629,9.2194,9.3138,8.2445,7.3724,8.4361,9.312,8.2134,6.3175,7.7332,8.3427,9.3546,9.3535,8.2126,5.4772,8.3656,8.6151,9.127,6.7445,7.9646,8.3663,9.5057,6.2196,8.5411,7.6605,9.1452,8.2975,9.6268,9.0365,9.8569,9.0702,9.319,9.8468,6.981,8.6994,9.5416,8.6123,9.5509,9.5966,8.9658,9.7034,7.7641,9.136,6.0445,9.387,7.3732,9.4379,8.1873,9.3758,8.9025,6.6094,9.1562,9.3055,7.1636,8.8119,7.2102,7.3982,8.9473,9.6428,6.9381,8.4595,8.4358,9.0789,9.2549,9.5269,8.9476,6.2389,8.5863,9.1951,9.4479,9.2137,8.6247,8.694,8.8176,9.7153,8.3255,8.3152,9.2745,6.6439,9.0801,7.9997,7.9973,9.1973,9.6044,6.8422,8.7269
PHGR1,6.1502,6.2378,5.9478,5.6104,5.4693,5.8775,6.321,4.6588,6.7616,5.735,5.6186,6.7367,6.8617,6.0077,4.6531,5.7646,5.9327,6.2842,6.35,6.1561,6.5086,6.2255,6.3983,6.1933,6.1028,7.2592,5.5533,7.1028,6.0682,6.3056,6.1605,6.3655,6.4106,3.1486,6.2518,5.6995,6.087,6.2186,5.9247,5.9424,7.1485,6.2727,5.7762,5.8818,6.2659,5.0054,6.3667,5.0837,6.0608,6.0909,4.3191,6.3058,6.2258,5.0091,5.8896,5.9132,4.9195,6.4701,5.75,5.0965,5.9061,6.0873,5.9416,5.0498,6.791,6.3234,6.6449,6.0617,6.1498,7.2329,6.1621,5.2779,5.8502,6.1082,6.2704,5.2642,5.092,6.2803,6.4487,7.0621,6.1303,5.0392,6.0181,6.3233,5.1428,6.5542
PHLPP2,8.5375,7.8404,8.292,7.241,6.1243,6.5321,8.9092,7.028,8.1048,6.5812,7.0555,9.2226,8.7399,7.9315,6.0167,7.0096,7.4724,8.9105,8.2317,8.0487,7.7266,8.4336,8.4075,7.9456,6.9921,8.6728,8.0363,8.4425,7.4419,8.9423,8.8287,9.0524,8.91,5.2318,8.2703,7.2852,7.9342,8.691,8.7072,8.5775,8.6193,8.0115,7.6611,6.7853,8.5676,5.3823,8.5767,7.1059,7.971,8.0433,5.7218,8.404,8.465,6.2444,8.2841,7.7668,7.3205,8.9284,8.05,6.0358,7.2374,8.1411,7.8282,8.337,8.5596,7.7471,8.71,7.3392,8.1003,8.7177,8.91,7.344,7.4334,8.5133,8.9455,6.9945,7.3118,8.4365,8.4092,8.2151,8.2512,5.1519,8.4406,8.5845,6.6503,8.3476
PLCB3,9.1677,8.994,8.9684,8.512,7.7093,9.1764,9.3149,8.7496,8.5443,8.8057,8.9815,9.1614,9.6411,8.9185,8.5147,8.3145,8.7075,9.2856,8.464,8.9022,8.9864,8.9383,7.9179,8.972,7.8175,9.1047,8.9583,8.9856,8.9345,9.3375,9.2444,8.9917,9.3936,8.0062,8.9718,8.643,9.0851,9.4136,9.2931,8.9826,9.1769,8.1475,9.0602,8.1997,8.9443,8.5985,9.2376,8.6802,8.7599,8.7399,7.5201,9.1002,9.0589,7.6854,8.5324,8.2542,8.0615,9.1087,9.0022,8.1027,8.5379,8.5327,8.9669,9.1507,9.2098,9.2947,8.4325,8.853,8.9795,9.667,9.0648,8.9251,8.9053,9.2199,9.3813,9.0326,9.0951,9.0447,8.317,9.4996,9.0606,8.1871,8.839,8.8525,8.6031,8.9584
PLIN3,8.8288,8.2614,8.8633,7.8721,8.1951,7.9451,8.6427,8.3804,8.321,8.0861,8.9366,8.2984,8.3736,8.0521,8.2895,8.7114,7.6296,8.2432,7.9529,8.1817,8.9896,8.0923,8.2106,8.9121,8.1864,8.5009,8.0937,8.5723,8.6158,9.0857,8.4312,8.5497,8.4246,7.9488,7.9995,8.8109,7.4715,8.5041,8.726,8.2907,8.2859,7.4282,8.8266,7.9912,8.3179,8.2211,8.5451,7.3723,8.5293,8.2063,7.3685,8.1541,8.5236,7.8979,7.9461,8.2164,7.6755,8.3997,9.128,7.8602,7.9325,8.2932,8.783,8.3129,8.2881,8.3508,8.5615,8.2042,7.8199,8.033,8.5479,8.2558,8.6271,8.6025,8.4669,7.7145,8.2132,8.3547,8.1623,8.9012,8.0045,8.0225,7.8651,7.407,7.98,8.2764
PRAP1,10.3361,9.6073,9.9281,9.055,7.4687,8.9856,10.0233,9.0115,8.1683,8.7043,8.7042,9.5293,9.7031,8.95,5.8938,9.5903,9.3476,10.0153,7.746,9.2398,9.2462,9.6094,9.51,8.9877,7.7509,10.2697,8.9944,9.8108,9.2909,10.1049,9.7002,10.2815,9.5969,4.0163,9.5021,10.5074,9.0893,9.7416,10.1288,9.3269,9.9421,8.6271,9.509,6.3731,9.2537,6.3077,9.5272,8.795,9.4428,8.9228,3.8355,9.2608,9.4356,5.6403,8.6691,8.3494,8.2272,9.0544,9.9683,6.2884,8.699,9.7443,9.6448,9.2091,10.2149,9.2982,7.697,8.895,8.9056,9.5248,9.6528,8.8301,8.3068,10.0343,9.8038,9.2968,9.3804,9.3292,8.2694,10.3029,8.8205,6.4808,9.2053,9.3129,6.3969,9.8784
PRODH,9.1457,8.0623,8.0001,6.7145,4.7553,6.096,8.7469,5.3597,4.5634,5.888,5.7011,8.1104,9.4622,6.0508,4.7619,6.7915,7.3157,8.561,4.9242,6.6284,5.7749,8.2254,4.8176,6.5575,4.6057,8.7878,7.6256,8.3869,6.6048,9.0332,8.6351,9.0714,8.9434,4.718,8.8531,8.3468,7.2639,8.807,8.3199,8.4695,9.0999,4.4417,6.6161,4.9037,7.9403,4.8849,8.4125,7.033,7.567,6.5969,4.9311,8.4992,8.0204,4.3498,6.8263,4.9265,5.8107,8.1943,8.6548,4.4115,7.3206,7.9398,7.0383,7.3613,8.2977,7.3188,5.2795,6.948,8.4058,9.2195,8.8224,7.4654,5.2103,8.2306,8.6569,5.2357,6.5314,8.2335,5.1159,8.9401,5.3574,5.2974,8.0509,8.3805,4.9174,8.9647
PTGR1,7.2878,6.8909,7.119,6.4665,6.1392,6.6479,8.2706,5.6405,4.8776,5.2293,5.969,8.4452,7.7259,6.4774,7.0274,6.2801,6.793,8.2712,5.9095,7.4734,6.8335,7.3913,5.6718,6.4698,4.5298,6.8398,6.8951,7.7215,6.4901,7.2003,8.0763,7.4286,7.9588,4.3304,7.1409,5.9975,7.3165,8.256,7.9273,7.943,8.3282,5.0533,6.2817,4.6799,8.5602,4.6749,7.8612,6.0449,7.1913,6.3724,4.9989,8.2947,7.4896,4.3735,5.3129,5.5649,4.6422,7.2861,7.0391,4.5868,5.8816,6.4511,6.76,7.7711,8.7817,6.6484,4.3595,5.4625,7.7816,8.5733,7.7143,5.0492,6.6188,7.5151,7.208,5.9843,6.3504,7.9179,5.0882,7.7793,7.4826,6.0364,7.3531,7.945,4.344,7.6126
PTPN3,7.8686,6.8334,7.2781,6.6218,5.844,6.6581,7.8306,6.6146,7.2151,6.6774,7.2219,7.1616,7.2157,7.1788,6.8808,7.2779,6.7341,7.62,6.9008,6.9605,7.5462,7.1294,7.1108,7.2697,7.2407,7.6862,6.9581,7.4616,7.2093,7.6583,7.5414,7.2559,7.5538,4.5767,7.0618,6.8191,7.0631,7.3937,7.1144,7.438,7.3507,7.2144,7.373,6.8237,7.6111,7.2321,7.4335,6.2453,7.4322,6.7749,4.8829,7.0469,6.9769,6.5962,6.9824,6.7766,6.0925,7.0369,7.3179,6.6706,6.3708,6.9555,7.1654,7.7203,6.9952,7.1393,7.6153,6.9025,6.9425,7.4344,7.6405,6.8023,6.8674,6.7898,7.2848,6.5901,6.7017,7.2921,7.4555,7.5372,7.3402,6.7719,7.0112,7.0631,6.7191,7.1624
PTPRF,7.3675,7.0195,7.9164,7.0231,5.3464,6.8981,7.893,7.196,8.0887,7.9553,6.4607,7.6445,8.3717,6.8518,6.5594,7.6929,6.7141,7.4548,7.8945,6.6419,7.2361,7.1599,6.8734,7.4773,8.0824,8.1342,7.4279,7.9631,6.6018,8.0903,7.1695,7.6331,8.0826,4.3422,7.3185,5.4813,6.829,7.7409,8.1159,7.5928,8.5383,7.5746,7.7542,7.3043,6.628,6.7156,7.5667,6.5567,7.0401,6.759,4.4509,8.0163,7.5674,6.1588,6.8699,7.5666,5.4349,7.7671,7.6084,7.0188,6.3166,8.1498,7.3471,7.6666,8.1623,7.6459,7.946,6.7532,7.2003,7.702,7.4827,7.5427,7.0814,8.2768,7.3985,6.7733,6.9372,6.9208,7.8576,8.9511,7.8496,6.491,7.2013,7.1436,6.7919,7.7635
PTPRJ,6.6321,5.521,6.4828,6.33,6.7286,6.0149,6.9298,6.4528,5.8668,6.6861,6.2956,6.3833,6.366,5.1979,5.1549,6.2184,5.4347,6.8088,5.8634,5.1015,6.3991,5.6829,5.8544,6.9001,6.2403,7.0014,5.8961,6.2824,5.4958,6.7792,6.53,6.8989,6.5688,5.8903,6.3218,5.6134,5.8954,6.8578,6.352,6.497,6.3721,5.7423,5.6737,6.4946,5.7234,6.1036,6.2462,5.9346,5.6225,5.7489,6.6597,6.6126,6.6433,5.5261,5.0424,6.3179,6.9536,6.6645,6.4157,6.2507,5.9781,5.7894,6.6046,5.6571,6.6732,5.94,5.7253,5.9352,5.3022,6.1666,6.4466,6.3229,6.2237,6.3199,6.713,6.3245,5.7898,6.6688,5.7139,7.0485,6.5148,5.3583,5.9947,7.0195,5.6976,6.5816
PTPRK,7.9346,8.2948,7.8857,8.0829,7.4423,8.6622,8.8215,7.9819,7.6527,8.5131,8.1658,8.5398,8.728,8.9008,8.3111,8.8284,8.1668,8.8771,8.1827,8.2151,8.4988,8.2782,8.2959,8.6399,7.7937,8.4461,8.335,8.8212,8.0982,8.1193,8.6925,8.7321,8.8984,7.2655,8.3219,7.8062,8.4751,8.7289,8.6626,8.7491,8.445,8.8936,8.2273,8.3246,8.9483,8.0758,8.9987,8.0447,8.2969,8.4429,6.9023,8.5994,8.4334,8.1271,9.1598,8.68,7.1541,8.1716,8.1812,8.6449,8.3908,8.2746,8.2283,8.4717,8.6426,8.5405,8.5775,8.2824,8.8152,9.0096,8.8551,7.869,7.947,8.3206,8.661,8.4784,7.8807,8.7477,8.9919,8.4638,9.0108,8.2314,8.3568,8.9949,8.5287,8.5595
RAB11FIP1,8.5404,8.1912,8.399,8.0977,7.904,7.8697,8.5856,8.1996,8.2193,8.2822,8.2548,8.8104,8.2729,8.3155,8.5099,8.2821,7.9146,8.8716,8.0661,8.2174,8.7462,8.4804,8.6016,8.9414,8.8807,8.6379,8.2399,8.1003,8.2741,9.4325,9.1551,8.3268,8.5126,6.8035,8.5982,7.0193,7.8736,8.7709,8.55,8.5307,8.6127,8.4818,8.8739,7.6882,8.8281,7.9909,8.6251,7.605,8.8824,7.9334,6.4617,8.6346,8.5013,7.694,8.2175,9.0197,7.8981,8.9874,8.3972,8.3437,7.6935,8.4415,8.8266,8.8692,8.9073,8.6624,9.9082,8.3135,8.4618,8.7625,8.9197,8.0082,8.4479,8.5821,8.3625,8.2192,7.7412,8.4564,8.5999,8.7837,8.8951,8.5034,8.2034,8.2349,8.3547,8.9884
RORC,7.4906,6.6129,7.1057,6.7227,5.3749,6.4385,7.2505,6.7189,6.6164,7.1374,6.3119,6.9927,6.8306,6.873,6.6151,7.3245,6.5133,6.8136,6.8177,7.0812,6.1804,6.7735,6.4089,7.068,6.4831,7.6082,5.935,7.3542,6.2024,7.0097,7.3574,7.1957,6.6964,5.708,6.921,7.7471,6.8307,7.2033,7.1889,7.1533,7.0273,6.3413,6.4547,6.4071,6.6749,6.473,6.8106,6.7903,6.1355,6.66,6.0329,7.1113,7.0582,6.0713,6.9718,7.1321,5.957,6.5477,7.5139,6.5127,6.3355,6.62,6.2927,6.7079,6.9802,7.2253,6.8847,6.5792,6.9737,7.2875,7.6449,6.7404,6.7501,7.2262,7.0083,6.1306,6.6333,6.6098,6.7759,7.5937,6.1286,5.7282,6.0604,7.6547,6.6235,7.3993
RTN4,7.3244,6.2674,7.2402,6.8518,7.2009,6.3111,6.8506,6.7155,5.9307,6.6594,6.6937,7.4292,7.4357,6.4851,5.4386,6.7877,6.4478,7.1089,6.5867,6.653,6.5355,6.5977,5.0444,6.2542,6.7486,6.7148,6.4691,7.1732,6.1587,6.1191,7.1881,6.7884,7.294,6.4495,6.5414,5.4798,6.3164,7.1006,7.2069,6.6041,7.1307,6.5936,6.0764,6.1992,6.9863,5.7951,6.5565,6.5881,6.4186,6.3624,6.6974,7.4289,6.2267,6.0879,5.5882,6.4193,7.0381,6.5253,5.5495,6.6089,6.7264,6.6347,6.1511,6.1274,7.1726,6.5678,6.4473,6.6306,7.341,7.5307,6.9917,6.6583,6.1961,6.8212,6.9458,6.2606,6.2128,6.5234,6.0773,7.0912,6.9082,5.8275,6.9979,7.022,6.4693,6.8744
SEPHS2,10.1862,9.8553,9.7377,9.415,9.1793,9.8008,9.9855,9.3922,9.7994,9.4831,9.459,10.2421,10.1644,9.7604,9.2413,9.5364,9.5891,10.1488,9.8183,9.5869,9.7936,10.1428,10.3147,9.4368,9.5631,10.0745,9.2314,9.9911,9.8655,9.8615,9.9675,10.4995,10.2043,8.9719,9.8388,9.9136,10.0565,9.9236,10.3638,9.8596,9.9682,9.5665,9.6174,9.5384,9.9631,9.4021,9.7532,9.6595,9.7318,9.7628,8.9586,10.0261,10.055,9.2837,9.8089,9.8079,9.3117,9.9151,10.124,9.5673,9.8086,9.9229,9.9143,9.8116,10.0443,9.6606,9.7479,9.6755,9.7742,10.1258,10.1912,9.6462,9.3138,10.1646,10.2413,9.7757,9.4144,9.8855,9.59,10.3268,9.9551,9.1334,9.6064,10.3467,9.2354,9.8975
SEPP1,7.181,7.7594,8.3143,7.0294,5.0563,7.1603,8.31,7.1997,3.5562,7.3554,6.4186,7.0779,8.7998,7.9291,3.9906,6.6501,7.9636,8.2419,6.3258,8.2127,8.4655,7.7798,5.8796,8.4342,6.8098,8.8099,7.7152,7.8249,6.7985,8.4282,8.6982,8.6332,8.7728,3.599,8.8231,6.5668,7.5156,8.4133,8.6615,8.1479,8.7086,4.0323,7.8722,6.6461,8.3313,3.7253,8.1402,6.6998,6.8515,7.7669,3.511,7.7686,8.4634,3.9058,7.786,7.7723,6.2864,8.0139,6.7535,6.8911,7.0993,8.4901,7.9366,7.8473,8.4448,8.2995,8.0694,7.687,8.1496,8.999,8.8772,7.0431,7.7467,8.0988,8.4227,7.2255,6.6898,7.8661,7.0518,8.5876,7.6991,3.1253,8.0361,8.6976,4.513,8.9086
SLC10A2,9.8539,9.6546,10.8465,9.6508,4.2805,5.6563,11.2396,7.4456,3.779,3.5522,9.1222,8.5963,10.6378,7.5165,3.4148,6.8231,9.5866,11.1339,2.8623,9.26,8.962,10.8773,3.2462,9.3278,4.5345,11.1564,10.2552,9.9238,9.3825,11.2912,10.7666,10.2898,10.9182,3.1353,10.2925,9.8435,9.6167,11.2063,9.5705,10.9031,10.601,3.2522,9.6725,3.2545,11.5028,3.0454,11.1057,9.5956,11.2136,9.628,3.3248,10.5074,10.6707,3.1411,9.8359,3.1851,6.2004,10.212,10.1959,5.6769,9.9724,9.7326,8.8553,10.5596,10.7577,9.6392,3.683,9.1699,10.3633,11.0608,10.917,8.3687,8.9072,9.7971,10.942,5.3888,6.7125,10.3025,4.0081,9.1407,7.8757,3.3541,10.2993,10.2632,3.7587,10.6768
SLC13A1,8.3946,4.0811,7.9206,3.4034,3.1495,3.5297,8.1353,3.7222,3.0824,4.0047,3.2342,3.0558,7.7688,3.9581,3.156,3.2856,6.5229,7.9504,3.1394,5.6171,2.9209,7.6707,3.0937,3.1127,2.9254,7.5256,5.3482,6.1139,3.3123,8.4162,8.1219,9.4694,8.6481,2.7988,8.1733,5.1545,5.0717,8.9466,6.1944,7.8816,7.2354,3.4205,3.4985,3.239,7.654,2.8205,7.0636,5.7676,6.5589,7.0186,3.3298,8.1617,7.0294,2.7489,3.4785,2.866,3.0638,7.587,5.1448,3.1865,6.1105,7.9271,3.8832,4.7997,6.0189,5.6211,3.2854,3.386,6.3992,7.6432,8.8795,4.5153,3.1764,6.5899,8.8071,3.1928,4.6627,6.3894,2.9686,7.68,4.2078,2.9527,7.2428,9.2748,3.3407,8.0359
SLC15A1,11.5039,10.1894,11.235,9.5434,8.8641,9.1453,10.916,9.8951,4.8761,8.4801,9.3161,10.9629,10.7936,9.4406,6.4844,9.9792,10.6746,11.2331,8.6358,10.2012,10.0454,10.8075,7.2703,10.4339,7.7771,11.193,10.538,10.7357,10.1448,11.4814,10.7456,11.3212,11.0527,4.3643,10.6996,9.3652,9.9209,11.2045,11.4152,11.0272,11.175,6.1232,10.3544,6.6189,10.7443,6.4577,10.7657,10.067,10.3937,10.6377,5.5682,10.3496,10.7306,4.4457,10.1731,8.8738,9.6706,10.8341,10.5765,5.8351,10.0709,11.0689,10.0907,10.8432,10.5099,9.7551,10.1422,10.2536,10.7816,11.2061,11.1532,9.562,10.0541,10.5788,11.205,9.5035,10.2462,10.7279,8.8164,11.179,9.7704,6.2598,10.8349,10.7157,5.1259,10.9103
SLC17A4,8.8359,7.403,7.6627,6.7589,5.3536,6.8899,8.2923,6.7306,8.4539,6.7637,6.2805,7.9963,8.3464,7.4557,4.3615,5.9384,7.3554,7.9834,8.4684,7.6991,7.403,7.6662,8.5354,7.6233,6.929,8.4648,6.9493,8.3174,6.7728,7.9398,8.1087,8.1423,8.459,3.7919,7.9207,7.2432,7.5116,7.8573,8.0196,7.9727,8.7384,7.6047,7.2639,7.0895,8.0152,6.2569,8.3184,6.8516,7.0617,7.9434,4.8226,8.1774,7.9173,5.5233,7.0998,7.2935,6.6342,8.5358,7.3664,5.8289,6.9899,7.7843,7.4443,7.2138,7.7726,7.4794,8.5325,7.1636,8.0637,7.8671,8.4298,7.0384,6.7436,8.3457,8.2391,6.7362,7.2175,8.0254,8.1467,8.2583,7.7759,3.7713,7.2081,8.7207,6.6238,7.7142
SLC23A3,8.3328,7.3572,7.5172,6.7869,4.8759,6.0707,9.3496,6.3013,8.0749,6.4991,6.5907,8.1748,8.9115,6.5554,4.9833,7.2352,7.3528,8.8894,5.502,6.54,6.2676,8.6886,7.2396,7.3614,5.9272,9.3459,7.5368,8.4288,7.9387,8.4597,8.9348,8.6395,9.4578,4.4998,8.8459,8.1633,7.7881,8.8812,8.7429,8.7348,9.1179,7.5025,6.85,5.7352,8.6419,5.428,9.076,7.2246,8.1711,8.3389,4.664,8.7579,8.3884,5.6796,7.4222,6.2627,5.8759,8.734,8.2206,5.1604,7.2349,7.8933,7.7266,8.3706,8.8046,6.7523,6.1606,7.2723,7.9597,9.012,9.0986,7.2562,5.6557,6.9896,9.2544,6.6217,7.3443,8.1852,7.1959,8.279,8.0103,4.7504,8.3914,9.265,5.5355,8.6351
SLC36A1,9.3872,9.2144,9.369,8.0573,7.9057,8.1614,9.2396,8.4103,8.4951,7.9316,8.6344,9.5482,9.5173,8.2667,6.3931,8.3552,8.5035,9.3791,9.0228,8.6251,8.788,9.1546,8.1449,8.4928,7.5515,9.6434,8.7097,8.868,8.759,9.3254,9.3509,9.8166,9.4743,7.7326,9.312,8.4415,8.5076,9.7025,9.6349,9.1353,9.4885,8.4433,8.4031,8.1481,9.0447,6.7562,8.7807,8.7068,9.0797,9.0859,7.1966,9.3692,9.2149,6.8994,8.3096,8.2243,8.4087,9.7264,8.7306,6.9529,8.4522,8.6763,8.5784,8.8912,9.0087,9.071,8.1357,8.3919,8.6033,9.0085,9.383,8.3192,8.3476,9.1077,9.5526,8.069,8.7294,8.7985,8.2825,9.4227,8.502,7.4098,8.6952,9.1354,6.7996,9.2986
SLC39A5,8.6821,8.356,8.5115,7.6899,5.6007,8.0001,9.0301,7.6099,7.9373,7.9647,7.2375,8.6441,8.8983,8.1865,5.4578,7.4588,7.9298,9.0927,7.9944,8.2769,7.4927,8.8097,7.8205,8.0655,7.5537,9.1964,8.7173,8.6229,8.041,8.2533,8.9374,8.9254,9.0791,5.4376,8.3103,7.8509,8.2902,9.0153,8.4859,9.0268,8.8396,8.133,8.6424,7.5942,8.2049,6.7092,8.662,7.9158,8.246,7.7949,4.2891,8.8462,8.7484,5.3759,8.0731,7.5433,6.6732,8.3836,7.9528,7.0095,7.4593,8.6031,8.1421,9.0523,8.7729,8.5684,7.6311,7.6997,8.7723,9.0693,8.9075,8.1135,7.8317,8.9111,8.6246,7.9561,8.0988,8.8907,8.4674,9.1872,8.5414,5.7268,8.3347,8.2198,6.9677,9.0522
SLC3A1,9.5578,9.3094,9.612,8.836,7.5904,8.4281,9.5587,9.2045,7.8649,8.3679,8.5353,9.6974,9.6482,9.0215,6.0725,8.3146,9.4094,9.9403,8.0939,9.1901,8.3415,10.1513,8.5663,8.7783,7.4203,9.5887,9.0034,9.6424,8.5927,9.7469,9.8676,10.1232,9.596,5.2135,9.3823,9.5266,9.1506,9.5429,9.4979,9.1048,9.827,8.4679,8.8586,6.6523,9.1556,7.124,9.4154,8.7074,9.1005,9.2504,6.579,9.2258,9.3406,6.0011,9.1458,8.5733,7.9659,9.4568,9.266,6.4812,9.2597,9.1709,9.3173,9.2452,9.6519,9.2484,8.1722,8.9065,9.0965,9.5076,9.5974,8.4411,9.0722,9.7355,10.0021,8.308,9.0276,9.3054,8.5499,9.2314,9.7049,5.7883,9.365,9.8962,5.9885,9.2544
SLC46A3,9.6155,9.1069,8.7819,8.9071,7.2452,8.9791,9.1772,8.7283,8.8273,8.8632,8.8512,9.5425,8.8991,8.9746,6.1937,8.8035,9.1057,9.3103,7.9492,8.5998,8.9227,9.356,8.9182,8.6231,8.597,9.2418,9.1238,9.2594,9.2104,8.9448,9.2165,9.7682,9.7453,5.8715,9.1619,8.8999,8.9616,9.1508,9.3835,8.8605,9.8472,8.1726,8.8015,8.312,9.5879,8.3427,9.2107,8.5813,9.0549,9.4134,6.7099,9.4073,9.6773,8.0283,8.6805,8.5953,7.4355,9.1256,9.288,8.014,8.8695,8.7692,9.2578,9.2778,9.1055,9.095,7.5957,8.7066,9.6978,9.2403,9.4766,9.0011,8.4935,9.301,9.3549,8.8779,8.7048,8.8366,8.5831,9.5596,9.0042,6.569,9.2079,9.961,8.1066,9.222
SLC5A1,10.531,9.795,10.668,9.537,7.9018,9.1839,9.9317,9.3064,5.691,9.401,8.8646,10.649,10.2424,9.9347,7.032,9.4286,9.9057,10.4945,6.9912,9.4968,9.706,9.5468,7.1208,9.3794,7.8786,10.0409,9.5863,9.8361,10.0318,10.6284,9.8901,10.1189,9.5128,4.0441,10.0525,9.5076,9.5355,10.1997,10.8605,9.4534,10.2381,6.7788,9.8368,7.6002,9.878,7.5624,10.2327,9.6066,9.8157,10.1406,4.5654,9.5781,10.1272,7.4637,9.6382,9.3308,9.2421,9.5892,10.326,8.0337,9.9155,10.2305,10.115,10.2112,10.2514,9.9223,6.946,9.2461,9.4785,10.1201,10.2771,9.5418,9.3007,10.3934,10.2763,9.501,10.2081,10.2109,7.9927,10.1654,9.5583,6.8583,9.7298,10.013,7.9977,10.0845
SLC5A12,8.9783,8.9188,8.8283,7.6278,2.7028,5.8055,8.9558,4.0499,2.842,2.8016,3.2332,8.9227,8.692,4.035,2.9884,7.0611,8.9089,8.8756,3.14,7.5586,3.0613,9.1669,3.4598,6.5207,3.0731,8.8845,8.2575,8.4517,8.3522,8.7466,9.2364,9.4565,9.0433,2.5665,8.9638,6.1867,7.8328,8.8443,9.199,8.4807,9.2299,2.525,6.8267,2.7646,9.3413,2.3861,9.036,7.9438,8.7159,7.9135,2.4461,9.0417,9.1984,2.9293,7.2326,2.4543,5.5831,8.4373,8.4153,3.1399,7.502,8.2577,6.8522,8.8657,8.7261,7.9243,3.6896,5.7051,9.1493,8.9809,9.4948,6.1456,3.6078,8.0063,9.3196,4.9265,7.1869,8.6584,3.3499,9.3335,5.518,2.9635,9.2889,9.5038,2.804,9.4702
SLC6A19,9.4478,9.1372,9.4574,8.0302,6.4926,7.3468,9.8012,8.5804,4.3658,6.903,9.1054,9.2993,9.342,7.4707,5.115,8.7325,8.7174,9.4199,6.5912,7.8519,7.815,9.4823,4.0091,8.744,4.5375,9.5559,8.787,9.1191,8.498,9.9442,9.4877,9.8939,9.894,4.0681,9.0839,8.896,9.3439,9.5043,9.4326,9.0422,9.6879,4.7526,8.8097,3.9077,9.3792,4.826,9.3189,8.3674,9.318,8.8915,3.2687,9.719,9.063,3.5481,8.6092,8.1225,8.2035,9.1838,9.3067,4.6517,8.6695,8.7433,9.432,9.3687,9.4512,9.088,7.0031,8.6608,8.9498,9.445,9.449,7.8775,8.3652,8.6394,9.359,8.1056,8.5343,9.1535,7.6216,9.5662,8.6396,4.6937,9.4292,9.2259,3.1213,9.634
SLC6A4,9.4835,8.5866,9.1067,6.522,3.7917,7.1254,9.4473,7.2622,4.0392,3.7525,5.4405,9.3436,8.689,4.4195,3.6453,7.8063,7.8154,9.3313,3.1337,6.5596,4.1415,8.7519,4.0897,7.3647,3.4406,8.7568,7.4752,9.0462,7.799,9.049,9.3889,9.3709,9.1803,3.6257,8.8966,7.5524,6.9362,8.6527,9.3244,8.284,9.2588,3.3842,6.4033,3.5996,8.5862,3.7579,8.632,7.8421,8.5225,7.2053,3.6119,8.6166,9.1453,3.5958,7.1841,3.3141,6.037,9.1955,8.6878,3.7598,7.2789,8.3776,7.4899,8.4519,8.8693,7.3498,3.9743,6.1492,8.3186,9.3952,9.3083,7.0437,4.9365,8.2146,9.5859,5.1129,7.857,8.4665,4.7035,8.8011,6.2983,3.8664,8.1948,9.6574,3.2619,9.1539
SLC7A9,10.0073,8.907,9.9754,8.511,7.6638,8.2936,10.0936,8.9384,4.1763,7.2342,8.2536,8.7257,9.9168,8.3902,4.2187,8.138,9.3415,10.1185,4.0888,9.384,9.1152,10.0637,6.358,9.2181,6.1418,9.8627,9.5128,9.8688,8.8776,10.011,10.1155,10.0515,10.1148,3.8252,9.7804,9.7789,9.2005,10.2382,9.8947,9.4302,10.6008,3.3773,9.383,3.464,10.111,4.0446,9.879,8.8577,9.5388,9.7643,3.4023,10.2305,9.5666,3.779,9.0166,4.8716,8.2887,9.6245,10.4038,4.4064,9.1532,9.8588,9.8787,8.9899,9.6626,9.4503,4.0382,9.4765,9.1194,10.4573,10.0349,8.1322,8.9721,9.6546,10.1264,8.2026,8.5275,9.4373,6.5354,9.3547,7.2357,3.8528,9.2983,10.2642,4.2545,9.4731
